"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location"
"0-17",1,-5.53508927808283,-0.00198164487852621,5.45007395244513e-05,-3.82580046094721e-07,0.000170581090083372,-0.00032108526787469,-0.00265968901187031,0.007313908506269,-0.00508225396518971,-0.00196817150469911,0.00592567292860417,-0.00423991782989325,0.000691094234733513,0.000870898168297549,-0.000817088680068737,0.000461365807541175,-0.00192466295148544,0.00295777142797887,-0.00154504091095024,0.000167613940571967,0.000164591317013535,-0.00194392542341712,0.00469972846969862,-0.00526868696112263,0.00391531163758465,-0.00230016697656599,0.00184313087871257,-0.00122392247369864,0.000366962789423351,0,104.5,110,115.5,121,126.5,137.5,143,148.5,159.5,165,170.5,187,198,203.5,209,220,280.5,291.5,297,302.5,308,313.5,324.5,330,357.5,-1
"18-49",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.9355906204504,-0.0729593213131285,0.0108737340830134,-0.000391017592840181,0.00183045928057821,-0.00285627704670391,0.0203336849338052,-0.0561557620399237,0.0640645178125808,-0.0352194989696806,0.0106020689909602,-0.00263707825187803,0.000431365288741774,-0.000806741100304423,0.00406826566254234,-0.0034864168555177,-0.00227878022881661,0.00330008103644233,-0.00111979203447206,0.000335151093304978,-1.48734611427226e-05,0,0,0,0,0,0,0,0,0,16.5,22,33,38.5,44,49.5,55,60.5,66,154,165,170.5,176,181.5,192.5,203.5,242,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-7.54695633466651,-0.000429176026271856,1.06810418530527e-05,-6.7993380452616e-08,3.09366861616233e-05,0.000133003783700853,-0.000462344996223768,0.000945500683007629,-0.000888318069328402,0.000479049143263122,-0.000728835416339855,0.000615529032203829,-0.000493847726723413,0.000560832209687989,-0.000411428510977674,0.000886795211127819,-0.00121190759855681,0.000613474355243848,-0.000168706287738011,0.000578892654467957,-0.000811147359719158,0.000346363510553186,-0.000187972608872834,0.00156841877909339,-0.00340409840556136,0.00328661609636408,-0.00168639141376422,0.000442816167285591,0,0,115.5,126.5,132,143,148.5,159.5,170.5,176,192.5,198,209,220,225.5,231,253,269.5,275,280.5,308,319,324.5,330,335.5,341,-1,-1
"18-49",3,-7.51442988815276,0.000626285322617399,-1.63360150058565e-05,1.08761458491267e-07,-3.60655160089751e-05,0.000978121689196039,-0.0024189228479546,0.00150567023776848,0.0014918027823039,-0.00349326028374769,0.00375282416043715,-0.00269971822103566,0.000872806006459716,0.000279894321170308,-0.000673775341765462,0.000574019593952315,-0.00018808306892812,-0.000150556673850272,0.000581258716847783,-0.00165923396625448,0.00226503480648106,-0.00108188734857008,9.60663072929115e-05,0.000140921086932181,-0.000374375869413356,0.00118946202008642,-0.00157275826236005,0.000386864679998657,0.00051818825805184,-0.000292605311601555,110,121,126.5,132,137.5,143,148.5,154,159.5,165,176,181.5,192.5,203.5,209,220,225.5,231,242,286,291.5,302.5,308,313.5,319,324.5
