"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location"
"0-17",1,-5.53508927808217,-0.00198164487859116,5.45007395256043e-05,-3.82580046098983e-07,0.000170581090083351,-0.000321085267874518,-0.00265968901187069,0.00731390850626955,-0.00508225396519032,-0.00196817150469769,0.00592567292860202,-0.00423991782989209,0.000691094234733698,0.000870898168296883,-0.00081708868006838,0.00046136580754129,-0.00192466295148642,0.00295777142798085,-0.0015450409109517,0.000167613940572322,0.000164591317012638,-0.00194392542340838,0.00469972846967674,-0.00526868696109225,0.00391531163754955,-0.00230016697653767,0.00184313087868949,-0.0012239224736827,0.000366962789302929,0,0,0,0,0,0,0,104.5,110,115.5,121,126.5,137.5,143,148.5,159.5,165,170.5,187,198,203.5,209,220,280.5,291.5,297,302.5,308,313.5,324.5,330,357.5,-1,-1,-1,-1,-1,-1,-1
"18-49",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.9355906208336,-0.0729593213087198,0.0108737340829877,-0.000391017592839865,0.00183045928057756,-0.00285627704670333,0.0203336849338046,-0.0561557620399243,0.0640645178125838,-0.0352194989696859,0.0106020689909672,-0.00263707825188412,0.00043136528874406,-0.000806741100310393,0.00406826566260008,-0.00348641685563781,-0.00227878022872074,0.00330008103641544,-0.00111979203447309,0.000335151093305304,-1.48734611427616e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,22,33,38.5,44,49.5,55,60.5,66,154,165,170.5,176,181.5,192.5,203.5,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-7.51168647181876,0.000298830427882484,-7.59031799878602e-06,4.96103177393503e-08,-1.26723573422312e-05,0.000317644440672787,-0.00060542379630605,0.00119314913979146,-0.00210427213941333,0.0020786830373699,-0.000740175786074757,-0.000692861742258947,0.000618893870892483,0.000215958491096821,-0.00145569722889561,0.00244438911399262,-0.00177508396644064,0.00041927576165511,0.000773633847527215,-0.00142785029798778,0.00132858948201326,-0.000713651538278727,-0.000746405370737409,0.00222984172864929,-0.00206542519800324,0.000782033227092218,-0.000326922655322733,0.0012161738975803,-0.00177982458816568,0.0011592148626015,-0.000361322982560674,0.000398594228479341,-0.000798704487283821,0.00172998241402741,-0.00268647669592301,0.00336933493185539,110,126.5,132,143,148.5,154,159.5,165,170.5,181.5,192.5,198,203.5,209,220,225.5,231,236.5,242,247.5,253,258.5,280.5,291.5,297,302.5,308,330,335.5,346.5,352,357.5
"18-49",3,-8.16858184391814,0.00112302645632127,-2.93120480365992e-05,1.95289639427612e-07,-6.91580222499909e-05,0.00144341775145944,-0.00344520982544186,0.00248765288827083,-0.000862744839840857,0.00102170933420029,-0.00221704328390461,0.00307726133839262,-0.00179028516601279,0.000327985947991576,0.0008814650325024,-0.00201484580744734,0.00164074764779784,0.00105986901913923,-0.0051093841974434,0.00710251979913641,-0.0054067921645606,0.00234246990996381,-0.00265716661137947,0.00588923921220378,-0.00597673953414896,0.00188983502184596,0.00127025015012633,-0.00111870245139843,0.000233939618853262,0,0,0,0,0,0,0,110,121,126.5,132,148.5,159.5,170.5,176,181.5,192.5,198,203.5,209,214.5,220,225.5,231,236.5,247.5,253,258.5,264,269.5,275,280.5,-1,-1,-1,-1,-1,-1,-1
