"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_38coef","knot_39coef","knot_40coef","knot_41coef","knot_42coef","knot_43coef","knot_44coef","knot_45coef","knot_46coef","knot_47coef","knot_48coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location","knot_38_location","knot_39_location","knot_40_location","knot_41_location","knot_42_location","knot_43_location","knot_44_location","knot_45_location","knot_46_location","knot_47_location","knot_48_location"
"0-17",1,-14.2233602389902,0.223935404238109,-0.00585704759035989,4.88950272158016e-05,-7.90100762805095e-06,-0.000144011652165348,0.000154984918224529,-2.08385276541496e-05,-0.00012371723234186,0.000212468306677615,-0.000197557394060141,8.97720827525543e-05,-1.1979841563608e-05,1.22212408917655e-05,3.92091531216769e-05,-0.000181478926859148,0.000234238126048412,-0.000140900997677309,4.03795569435121e-05,-1.98055751326357e-06,-3.51930650756065e-05,5.64769514710154e-05,-7.08691180518347e-06,-3.39628405218536e-05,1.96085421825023e-05,-3.43006991599192e-06,1.71724045740425e-06,-5.58319225660925e-06,-3.02171102439879e-05,0.000146127169733057,-0.000194889007686032,0.00010242134236337,-1.85757627209502e-05,7.81719746954688e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,749.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.36684443011569,0.196703048612199,-0.00538521620116035,4.43983615538359e-05,-9.57865904490531e-06,-0.000129639210121471,0.000169348939290323,-9.52152653448473e-05,1.19025290721258e-05,4.03040034731768e-05,-5.01548989077179e-05,3.04134390345593e-05,-3.31895658333404e-06,-1.02699573239915e-05,3.04279654219015e-06,-1.72470806301576e-06,8.83523344998826e-07,-9.26884295620557e-07,4.03910468560118e-06,-1.11774396809299e-05,-6.64118353441503e-05,0.000267474116251177,-0.000356750347963448,0.000225008325887942,-7.61690498247072e-05,1.5423865580954e-05,-8.994844946557e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,241.666666666667,265.833333333333,290,386.666666666667,483.333333333333,652.5,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.38519443305245,0.210703967191301,-0.00441046860355043,8.42475445602584e-06,8.57391275030055e-05,-0.000139338506448611,9.98450955279559e-06,9.17961178641229e-05,-7.33874753484432e-05,6.2016563898173e-06,4.25558837493006e-05,-5.33293453386644e-05,3.17800516510713e-06,3.21144601233784e-05,-2.12856543571346e-06,-1.81145607199748e-05,6.98398107551147e-06,1.99410786518169e-05,-5.19774677924122e-05,3.94499577902163e-05,-2.55226282376442e-06,-3.28168388116533e-05,4.91774835225191e-05,-6.06805012981036e-06,-5.09859823509723e-05,4.15319397441768e-05,-2.08798572737309e-06,-3.0649736815972e-05,5.82259325908496e-05,-4.21635638658514e-05,-4.14255065566783e-06,-2.45563632069513e-05,0.000161537225354963,-0.000214130570401979,0.000111072458028742,-2.03424761608227e-05,8.54718935557075e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,338.333333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,725,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-9.52268154100993,0.328311214611162,-0.00751867036107843,5.91755709291403e-05,-1.02735655735589e-05,-5.76716723857868e-05,2.61225902961532e-05,-1.69834994483655e-05,-4.04282068860808e-06,3.75488712459129e-06,-8.29031668976299e-07,4.17854061738162e-06,3.70081064342658e-05,-0.000133519035434937,0.00017250913520349,-0.000131644777435279,0.000103884448391687,-9.29165033575617e-05,2.01402906193605e-05,0.00014010316350402,-0.000264846624710513,0.000215120206177431,-7.45277733217833e-05,3.82851562257283e-06,4.56242811067675e-06,3.609990577311e-06,-8.27151597778859e-06,-5.81484880221878e-05,0.000174031380832994,-0.000191291652228897,9.37818857385715e-05,-1.76090467703472e-05,7.62237723856998e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,96.6666666666667,120.833333333333,193.333333333333,241.666666666667,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.786611258677,0.116502882846513,-0.00695214136418956,0.000148940709644822,-0.000247892998978805,0.00015641911655171,-1.83984989849201e-05,-0.000159481550561401,0.000221017771403606,-0.000139127419280602,1.56498819268388e-05,9.3585600561391e-05,-0.000127965176223629,6.72178099051792e-05,-8.84354912766694e-06,1.09668789908399e-05,3.26263480861863e-05,-0.000176747052801977,0.000269914093633231,-0.000228687654753628,0.00013088143057269,-4.40259452661019e-05,4.93989959407467e-06,-1.29730313953883e-06,-5.45340284823736e-06,6.81688410204945e-06,-2.2045674570307e-06,-1.25964291334549e-05,5.63759127372338e-06,8.25771790905945e-05,-0.000138736939440065,7.76840262243213e-05,-1.39892242170124e-05,5.70423120436248e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,580,604.166666666667,749.166666666667,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-14.3022598144482,0.157157181592634,0.00685995183165188,-0.000162368586814221,0.000197351710730158,6.32813669286374e-07,-7.11255500497487e-06,-9.70999446300277e-05,0.00010750146424145,-3.73542681187721e-05,-7.14030453315814e-06,1.01440133358322e-06,1.74202716670757e-05,-1.3940554203349e-05,1.46776022803693e-06,-3.66691316623103e-07,-7.58208776532016e-06,9.82104705725345e-06,-4.50675755861663e-06,1.75307156553863e-06,-5.56960622538991e-06,-2.79484296527315e-05,0.000144298353624014,-0.000196632607734498,0.000105027829373863,-1.94678720250076e-05,7.98586274009371e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,217.5,265.833333333333,290,314.166666666667,410.833333333333,604.166666666667,628.333333333333,652.5,749.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.4236872373485,0.150311338690347,0.00936824848453827,-0.000218494980954367,0.00027940080451594,-8.63899755340363e-06,-7.90174568355237e-05,4.38715872708793e-06,4.95951579896646e-05,-2.48815307071285e-05,-1.76649054056286e-05,1.71775076022471e-05,-2.04295555672362e-06,4.89444302311576e-06,-2.16515404011074e-06,-1.60092590225254e-05,1.53743626047169e-05,-9.32834591585149e-06,3.10347695080004e-06,4.62723742979898e-05,-6.9779681699627e-05,2.79448170627581e-05,-1.22713899925679e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,217.5,241.666666666667,338.333333333333,580,604.166666666667,628.333333333333,652.5,797.5,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-14.4836787667863,0.264831808920637,-0.00128263748994183,-1.204299317233e-05,1.90684296519004e-05,-3.79300485512737e-07,-6.46001667833223e-06,-3.42609501288244e-06,1.86069667956068e-05,-1.87802005591532e-05,2.71819220335831e-06,4.19199971099665e-05,-0.000108346953100892,8.73235476896498e-05,-4.65708529325704e-06,-7.04906650655754e-05,9.95450237225794e-05,-1.47277099076525e-05,-0.00011030355931287,0.000118274804369307,-3.69225399174958e-05,1.64660856493125e-06,-6.49876840106927e-06,-5.24528430480423e-05,0.000177475191629092,-0.00020334014770211,9.91619207539593e-05,-1.77109916202375e-05,7.96737798893962e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,145,217.5,314.166666666667,338.333333333333,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-15.0182860094579,0.00308845689765329,-2.46867627517951e-05,1.70340085831494e-08,7.15133562225493e-08,-1.03342835225185e-06,-2.08206968548955e-05,0.000130420229547256,-0.000204327895746456,2.26553242924126e-05,0.00017619793193787,-0.000120321350279406,4.38508272089701e-05,-1.08703889330575e-05,-8.97123176808496e-05,0.000147945803008013,-0.000112047596280955,1.48316445203995e-05,9.66365844888886e-05,-0.000124074374558437,5.31607397746545e-05,-7.77206241242085e-07,1.84748264053766e-06,-6.29834392040224e-06,-1.98815577117465e-05,0.000125445372051345,-0.000271579356761909,0.000272077928130382,-0.00011410256194501,5.26093951720389e-06,6.14908412505146e-06,-6.4474735353013e-06,7.15416636951715e-06,-6.88358911590614e-07,-8.398166135124e-06,8.60763012294231e-06,-2.66430902564518e-09,-7.02485796431773e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,990.833333333333,1208.33333333333,1232.5,1329.16666666667,1353.33333333333,1377.5,1546.66666666667,1570.83333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.9606321849605,0.0058623034914952,-9.23960011044374e-05,3.61616098184022e-07,1.30745682358068e-07,-1.41088674945695e-06,-2.05522673748789e-05,0.000111724709490973,-0.00016216115802562,1.81744572185845e-05,0.000139580762383176,-0.00012690624395214,4.41931267924269e-05,-5.84688987647649e-07,-2.79383097615793e-06,-1.17895539634151e-06,-1.74522710754506e-05,8.17473063367408e-05,-0.00013608709087116,0.000103261590222948,-3.12852961097117e-05,1.86917368173967e-06,-2.14550558710723e-06,-6.07725025373081e-06,8.38341467106866e-05,-0.000218609972681277,0.000228363754502656,-9.36845434637966e-05,4.16796460824037e-06,3.97747011797555e-06,-5.04315678523297e-07,5.29046881532857e-07,8.81617354471869e-06,-2.6042340921098e-05,1.88024481391341e-05,-4.82533208458885e-06,6.08630090926024e-07,-1.64266998296275e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,362.5,435,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,990.833333333333,1135.83333333333,1305,1329.16666666667,1353.33333333333,1377.5,1498.33333333333,1546.66666666667,1570.83333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
