"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location"
"0-17",1,-15.003313346385,0.122212306487121,0.00327203891891828,-0.000110288039705313,0.00017256107594269,-4.81166949632103e-06,-0.000122431105843024,1.78319337171705e-05,0.000158113260797546,-0.000232339566146131,0.00024434830751022,-0.00019446564409554,8.29708583812997e-05,-1.41272966691023e-05,1.53720888619142e-05,4.633243036887e-05,-0.000225216457751089,0.000330779499656452,-0.000257888446386991,0.00012772800683057,-3.74636909978809e-05,5.13985972807499e-06,-1.38662115088827e-06,-4.53836989011711e-07,-1.07954673981603e-05,1.2234250663401e-05,-1.59531628769585e-06,-1.82477186974137e-05,7.26193154443225e-06,0.000101083276016769,-0.000169433019268419,9.6998743597788e-05,-1.85322696506054e-05,7.17666118629503e-07,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,507.5,531.666666666667,555.833333333333,628.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667
"18-49",1,-8.50123546273471,0.193153433296134,-0.00507257129205995,3.93727200825813e-05,-6.48541110919771e-06,-9.20632567737159e-05,7.05322099225676e-05,-2.70511113870472e-06,-2.0424378955827e-05,1.24263831054207e-06,1.69250125693207e-05,-1.7804438536314e-06,-1.91892889932585e-05,1.64588878884069e-05,-1.93856587048817e-06,-4.9141911726776e-06,6.20777554546405e-06,-8.44642594654027e-07,-3.41407208583099e-06,-7.12710060610384e-06,-2.82236929398451e-05,0.000175932360542481,-0.000265466139647447,0.000178475018766583,-6.25396619217925e-05,1.26727560077126e-05,-7.01438669447966e-07,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,290,314.166666666667,338.333333333333,435,628.333333333333,652.5,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.62913138320631,0.209560310590792,-0.00540539275381465,4.51102374814022e-05,-1.18569433265338e-05,-0.000121485959210654,0.000142630057360889,-5.34504559155195e-05,-6.51203275390939e-06,1.01845234382921e-05,-1.49024731290987e-06,-1.93517001118358e-05,1.94081504139357e-05,-9.39805793120229e-06,2.48577415114851e-06,3.69972058548957e-05,-7.90626424711959e-05,7.33606051114667e-05,-8.14007652735387e-06,-7.17537557692321e-05,7.34587961061037e-05,-5.52876159388792e-06,-2.93016408984921e-05,1.62117579075474e-05,-2.47951604593249e-05,8.37904326822462e-06,9.9946534175883e-05,-0.000156950519434977,8.65130138346915e-05,-1.62459260136096e-05,6.35622862000846e-07,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,193.333333333333,241.666666666667,290,314.166666666667,338.333333333333,459.166666666667,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1
"65+",1,-9.8392028086678,0.238476031132766,-0.00342522840584582,1.63449971736012e-05,-9.85578319440007e-06,-4.87636414271118e-06,-3.2846653941604e-06,2.3046634980651e-06,6.72107676468011e-07,3.1232470244632e-05,-9.15790337661048e-05,7.64600082398317e-05,-4.11725374159636e-06,-5.61490658003035e-05,8.04206768847168e-05,-1.46262962092799e-05,-0.000124405059783512,0.000194891202442823,-0.000124360168698814,3.30755501570198e-05,-1.25322188007429e-06,2.57481233178929e-06,-7.11563937123107e-06,-4.90081216828217e-05,0.000162421002082404,-0.000185548252976197,9.27423012037722e-05,-1.77105804973483e-05,7.46989262145404e-07,0,0,0,0,0,48.3333333333333,96.6666666666667,193.333333333333,314.166666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,749.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1
"0-17",2,-14.6951760428437,0.00301321369821732,-2.33546562257475e-05,8.86325744759723e-09,7.91273404493575e-08,-1.12589201191019e-06,-2.09157164313963e-05,0.000136411117327141,-0.000216744052869231,2.15503513437351e-05,0.000196115412642593,-0.000135501435655437,7.31462262613957e-06,3.16074616914489e-05,-3.36989065256294e-06,-7.31854289966461e-05,9.13325466891421e-05,-1.10075521748279e-05,-8.49519889993707e-05,0.000124618942202705,-8.11223786242004e-05,5.59759677948667e-06,1.63810553998396e-05,-1.67020591481039e-05,5.46257776933321e-06,0.000102517201257263,-0.000177633134184006,0.00010117158877277,-1.86654278307038e-05,7.53657331367478e-07,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1
"18-49",2,-14.7768493895839,-0.00553666972161043,0.000101149713981452,-4.64139874285269e-07,-1.09339597363284e-06,4.28019613761767e-06,1.08897235104272e-05,-7.54727910090478e-05,0.000212919821330003,-0.000300949292782154,0.000184985684473422,-1.59684259939867e-05,-3.77193775406569e-05,2.10549906544128e-05,-1.508706528216e-05,1.8172338513813e-05,-3.80683773803621e-06,-3.36970538689334e-05,9.72854640795031e-05,-0.000131340839991138,9.13649726922186e-05,-2.57542035835041e-05,1.27379932388532e-06,-2.44529606981334e-05,1.01405564060973e-05,0.000123341735395601,-0.000220551316822172,0.000154841947103659,-5.46401261159341e-05,1.10437370739036e-05,-5.95378879659669e-07,0,0,0,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1
"50-64",2,-14.9281700157319,0.00734125408031606,-0.000148412159404669,1.10509691598821e-06,-7.47963995982747e-07,1.98818254026598e-07,-1.62519248204305e-06,-2.29784658983879e-05,0.000127022653184837,-0.000185920441978033,2.14397170312829e-05,0.000161695929805243,-0.000151095240492352,5.54778978217658e-05,-1.87069084223247e-06,3.94521567676801e-06,1.40094679419414e-05,-7.20187815816511e-05,6.5065735109225e-05,-1.91763213613382e-06,-3.25268456209501e-05,8.67458228208211e-06,8.75723447520226e-05,-0.000174951140543055,0.000142117200461143,-4.34604811816876e-05,1.82654273017716e-06,-2.98776405481489e-05,1.18076911261135e-05,0.000144923983343342,-0.000237469196444382,0.000134073180218955,-2.5480715271422e-05,9.80284477969691e-07,24.1666666666667,72.5,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667
"65+",2,-14.6918913274138,-0.00610781580174587,9.91036283758955e-05,-3.20856406765643e-07,-4.73479128145069e-07,2.47482402800329e-06,1.57579836667521e-05,-9.12601909352723e-05,0.000252626027631309,-0.000329686135502278,0.000119158566938002,0.000125520618102491,-0.000165165762418,0.000112407597728073,-4.55082974872974e-05,6.73067968190976e-06,-6.75080067522129e-06,1.06911822928856e-05,5.33231775305578e-05,-0.000201178353264657,0.000250664069765954,-0.000161530639395972,0.00010313558947218,-8.44219405121575e-05,1.45772464675596e-05,0.000221720806171241,-0.000410834250244447,0.000292110808871259,-0.000104810338485071,2.36890444027991e-05,-3.14011911213078e-06,4.94035134732915e-07,0,0,48.3333333333333,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,725,749.166666666667,773.333333333333,-1,-1
"0-17",3,-14.6951760428437,0.00301321369821732,-2.33546562257475e-05,8.86325744759723e-09,7.91273404493575e-08,-1.12589201191019e-06,-2.09157164313963e-05,0.000136411117327141,-0.000216744052869231,2.15503513437351e-05,0.000196115412642593,-0.000135501435655437,7.31462262613957e-06,3.16074616914489e-05,-3.36989065256294e-06,-7.31854289966461e-05,9.13325466891421e-05,-1.10075521748279e-05,-8.49519889993707e-05,0.000124618942202705,-8.11223786242004e-05,5.59759677948667e-06,1.63810553998396e-05,-1.67020591481039e-05,5.46257776933321e-06,0.000102517201257263,-0.000177633134184006,0.00010117158877277,-1.86654278307038e-05,7.53657331367478e-07,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1
"18-49",3,-14.7768493895839,-0.00553666972161043,0.000101149713981452,-4.64139874285269e-07,-1.09339597363284e-06,4.28019613761767e-06,1.08897235104272e-05,-7.54727910090478e-05,0.000212919821330003,-0.000300949292782154,0.000184985684473422,-1.59684259939867e-05,-3.77193775406569e-05,2.10549906544128e-05,-1.508706528216e-05,1.8172338513813e-05,-3.80683773803621e-06,-3.36970538689334e-05,9.72854640795031e-05,-0.000131340839991138,9.13649726922186e-05,-2.57542035835041e-05,1.27379932388532e-06,-2.44529606981334e-05,1.01405564060973e-05,0.000123341735395601,-0.000220551316822172,0.000154841947103659,-5.46401261159341e-05,1.10437370739036e-05,-5.95378879659669e-07,0,0,0,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1
